species_id,canonical_scientific,primary_common,n_prompts,prompts
1360476,Saxifraga granulata,Meadow saxifrage,3,"[""a photo of Saxifraga granulata"", ""a close-up photo of Saxifraga granulata"", ""a wild plant of species Saxifraga granulata""]"
1738961,Taraxacum perincisum,,3,"[""a photo of Taraxacum perincisum"", ""a close-up photo of Taraxacum perincisum"", ""a wild plant of species Taraxacum perincisum""]"
1738679,Trocdaris verticillatum,Whorled caraway,3,"[""a photo of Trocdaris verticillatum"", ""a close-up photo of Trocdaris verticillatum"", ""a wild plant of species Trocdaris verticillatum""]"
1396902,Trochiscanthes nodiflora,,3,"[""a photo of Trochiscanthes nodiflora"", ""a close-up photo of Trochiscanthes nodiflora"", ""a wild plant of species Trochiscanthes nodiflora""]"
1397129,Viola calcarata,,3,"[""a photo of Viola calcarata"", ""a close-up photo of Viola calcarata"", ""a wild plant of species Viola calcarata""]"
1362650,Xerochrysum bracteatum,Bracted strawflower,3,"[""a photo of Xerochrysum bracteatum"", ""a close-up photo of Xerochrysum bracteatum"", ""a wild plant of species Xerochrysum bracteatum""]"
1360814,Tordylium apulum,Mediterranean hartwort,3,"[""a photo of Tordylium apulum"", ""a close-up photo of Tordylium apulum"", ""a wild plant of species Tordylium apulum""]"
1363739,Trifolium nigrescens,Small white clover,3,"[""a photo of Trifolium nigrescens"", ""a close-up photo of Trifolium nigrescens"", ""a wild plant of species Trifolium nigrescens""]"
1397225,Washingtonia robusta,Mexican washington palm,3,"[""a photo of Washingtonia robusta"", ""a close-up photo of Washingtonia robusta"", ""a wild plant of species Washingtonia robusta""]"
1360874,Viola palustris,Alpine marsh violet,3,"[""a photo of Viola palustris"", ""a close-up photo of Viola palustris"", ""a wild plant of species Viola palustris""]"
1360271,Ziziphus jujuba,Chinese jujube,3,"[""a photo of Ziziphus jujuba"", ""a close-up photo of Ziziphus jujuba"", ""a wild plant of species Ziziphus jujuba""]"
1397039,Verbesina encelioides,American dogweed,3,"[""a photo of Verbesina encelioides"", ""a close-up photo of Verbesina encelioides"", ""a wild plant of species Verbesina encelioides""]"
1722441,Thinopyrum junceum,Russian wheatgrass,3,"[""a photo of Thinopyrum junceum"", ""a close-up photo of Thinopyrum junceum"", ""a wild plant of species Thinopyrum junceum""]"
1364058,Verbascum virgatum,Large-flowered mullein,3,"[""a photo of Verbascum virgatum"", ""a close-up photo of Verbascum virgatum"", ""a wild plant of species Verbascum virgatum""]"
1363735,Trifolium alexandrinum,Egyptian clover,3,"[""a photo of Trifolium alexandrinum"", ""a close-up photo of Trifolium alexandrinum"", ""a wild plant of species Trifolium alexandrinum""]"
1396812,Tordylium maximum,Hartwort,3,"[""a photo of Tordylium maximum"", ""a close-up photo of Tordylium maximum"", ""a wild plant of species Tordylium maximum""]"
1396951,Ulmus laevis,European white-elm,3,"[""a photo of Ulmus laevis"", ""a close-up photo of Ulmus laevis"", ""a wild plant of species Ulmus laevis""]"
1397251,Zinnia haageana,Mexican zinnia,3,"[""a photo of Zinnia haageana"", ""a close-up photo of Zinnia haageana"", ""a wild plant of species Zinnia haageana""]"
1358492,Drosophyllum lusitanicum,,3,"[""a photo of Drosophyllum lusitanicum"", ""a close-up photo of Drosophyllum lusitanicum"", ""a wild plant of species Drosophyllum lusitanicum""]"
1722506,Trichocereus macrogonus,,3,"[""a photo of Trichocereus macrogonus"", ""a close-up photo of Trichocereus macrogonus"", ""a wild plant of species Trichocereus macrogonus""]"
1396806,Tofieldia calyculata,German-asphodel,3,"[""a photo of Tofieldia calyculata"", ""a close-up photo of Tofieldia calyculata"", ""a wild plant of species Tofieldia calyculata""]"
1389394,Thymus longiflorus,,3,"[""a photo of Thymus longiflorus"", ""a close-up photo of Thymus longiflorus"", ""a wild plant of species Thymus longiflorus""]"
1397103,Vicia orobus,Upright vetch,3,"[""a photo of Vicia orobus"", ""a close-up photo of Vicia orobus"", ""a wild plant of species Vicia orobus""]"
1356333,Tribulus terrestris,Burnut,3,"[""a photo of Tribulus terrestris"", ""a close-up photo of Tribulus terrestris"", ""a wild plant of species Tribulus terrestris""]"
1363339,Typha latifolia,Broad-leaf cattail,3,"[""a photo of Typha latifolia"", ""a close-up photo of Typha latifolia"", ""a wild plant of species Typha latifolia""]"
1362745,Teucrium pyrenaicum,,3,"[""a photo of Teucrium pyrenaicum"", ""a close-up photo of Teucrium pyrenaicum"", ""a wild plant of species Teucrium pyrenaicum""]"
1357176,Tuberaria guttata,Annual rock-rose,3,"[""a photo of Tuberaria guttata"", ""a close-up photo of Tuberaria guttata"", ""a wild plant of species Tuberaria guttata""]"
1422615,Vachellia karroo,Karroothorn,3,"[""a photo of Vachellia karroo"", ""a close-up photo of Vachellia karroo"", ""a wild plant of species Vachellia karroo""]"
1410190,Yucca gigantea,,3,"[""a photo of Yucca gigantea"", ""a close-up photo of Yucca gigantea"", ""a wild plant of species Yucca gigantea""]"
1359588,Utricularia minor,Lesser bladderwort,3,"[""a photo of Utricularia minor"", ""a close-up photo of Utricularia minor"", ""a wild plant of species Utricularia minor""]"
1396976,Valeriana montana,,3,"[""a photo of Valeriana montana"", ""a close-up photo of Valeriana montana"", ""a wild plant of species Valeriana montana""]"
1363896,Sisymbrium irio,London rocket,3,"[""a photo of Sisymbrium irio"", ""a close-up photo of Sisymbrium irio"", ""a wild plant of species Sisymbrium irio""]"
1398789,Tragopogon castellanus,,3,"[""a photo of Tragopogon castellanus"", ""a close-up photo of Tragopogon castellanus"", ""a wild plant of species Tragopogon castellanus""]"
1391345,Corallorhiza trifida,Coralroot orchid,3,"[""a photo of Corallorhiza trifida"", ""a close-up photo of Corallorhiza trifida"", ""a wild plant of species Corallorhiza trifida""]"
1495504,Tuberaria lignosa,,3,"[""a photo of Tuberaria lignosa"", ""a close-up photo of Tuberaria lignosa"", ""a wild plant of species Tuberaria lignosa""]"
1362499,Taraxacum erythrospermum,Red-seed dandelion,3,"[""a photo of Taraxacum erythrospermum"", ""a close-up photo of Taraxacum erythrospermum"", ""a wild plant of species Taraxacum erythrospermum""]"
1392737,Heliosperma pusillum,Alpine catchfly,3,"[""a photo of Heliosperma pusillum"", ""a close-up photo of Heliosperma pusillum"", ""a wild plant of species Heliosperma pusillum""]"
1356180,Withania somnifera,Rennet,3,"[""a photo of Withania somnifera"", ""a close-up photo of Withania somnifera"", ""a wild plant of species Withania somnifera""]"
1361850,Trifolium rubens,,3,"[""a photo of Trifolium rubens"", ""a close-up photo of Trifolium rubens"", ""a wild plant of species Trifolium rubens""]"
1397074,Veronica teucrium,Large speedwell,3,"[""a photo of Veronica teucrium"", ""a close-up photo of Veronica teucrium"", ""a wild plant of species Veronica teucrium""]"
1364061,Veronica agrestis,Field speedwell,3,"[""a photo of Veronica agrestis"", ""a close-up photo of Veronica agrestis"", ""a wild plant of species Veronica agrestis""]"
1397551,Trifolium badium,Brown clover,3,"[""a photo of Trifolium badium"", ""a close-up photo of Trifolium badium"", ""a wild plant of species Trifolium badium""]"
1359029,Thymbra capitata,,3,"[""a photo of Thymbra capitata"", ""a close-up photo of Thymbra capitata"", ""a wild plant of species Thymbra capitata""]"
1738658,Petrosedum forsterianum,Forster's stonecrop,3,"[""a photo of Petrosedum forsterianum"", ""a close-up photo of Petrosedum forsterianum"", ""a wild plant of species Petrosedum forsterianum""]"
1417798,Coleostephus myconis,Mediterranean marigold,3,"[""a photo of Coleostephus myconis"", ""a close-up photo of Coleostephus myconis"", ""a wild plant of species Coleostephus myconis""]"
1396858,Trifolium pallescens,,3,"[""a photo of Trifolium pallescens"", ""a close-up photo of Trifolium pallescens"", ""a wild plant of species Trifolium pallescens""]"
1396980,Valeriana pyrenaica,Pyranean valerian,3,"[""a photo of Valeriana pyrenaica"", ""a close-up photo of Valeriana pyrenaica"", ""a wild plant of species Valeriana pyrenaica""]"
1357934,Tolpis barbata,European umbrella milkwort,3,"[""a photo of Tolpis barbata"", ""a close-up photo of Tolpis barbata"", ""a wild plant of species Tolpis barbata""]"
1359508,Trifolium montanum,Mountain clover,3,"[""a photo of Trifolium montanum"", ""a close-up photo of Trifolium montanum"", ""a wild plant of species Trifolium montanum""]"
1379585,Wigandia urens,Caracus wigandia,3,"[""a photo of Wigandia urens"", ""a close-up photo of Wigandia urens"", ""a wild plant of species Wigandia urens""]"
1357574,Filago arvensis,,3,"[""a photo of Filago arvensis"", ""a close-up photo of Filago arvensis"", ""a wild plant of species Filago arvensis""]"
1396838,Trichophorum cespitosum,Deergrass,3,"[""a photo of Trichophorum cespitosum"", ""a close-up photo of Trichophorum cespitosum"", ""a wild plant of species Trichophorum cespitosum""]"
1482309,Turritis brassica,,3,"[""a photo of Turritis brassica"", ""a close-up photo of Turritis brassica"", ""a wild plant of species Turritis brassica""]"
1363941,Hibiscus trionum,Bladder ketmia,3,"[""a photo of Hibiscus trionum"", ""a close-up photo of Hibiscus trionum"", ""a wild plant of species Hibiscus trionum""]"
1360127,Rumex bucephalophorus,Horned dock,3,"[""a photo of Rumex bucephalophorus"", ""a close-up photo of Rumex bucephalophorus"", ""a wild plant of species Rumex bucephalophorus""]"
1741669,Vicia lens,Lentil,3,"[""a photo of Vicia lens"", ""a close-up photo of Vicia lens"", ""a wild plant of species Vicia lens""]"
1359987,Veronica triphyllos,Finger speedwell,3,"[""a photo of Veronica triphyllos"", ""a close-up photo of Veronica triphyllos"", ""a wild plant of species Veronica triphyllos""]"
1364062,Veronica anagallis-aquatica,Blue water speedwell,3,"[""a photo of Veronica anagallis-aquatica"", ""a close-up photo of Veronica anagallis-aquatica"", ""a wild plant of species Veronica anagallis-aquatica""]"
1359565,Vicia lutea,Smooth yellow vetch,3,"[""a photo of Vicia lutea"", ""a close-up photo of Vicia lutea"", ""a wild plant of species Vicia lutea""]"
1359051,Thymus zygis,Spanish thyme,3,"[""a photo of Thymus zygis"", ""a close-up photo of Thymus zygis"", ""a wild plant of species Thymus zygis""]"
1359521,Trifolium scabrum,Rough clover,3,"[""a photo of Trifolium scabrum"", ""a close-up photo of Trifolium scabrum"", ""a wild plant of species Trifolium scabrum""]"
1391480,Cryptogramma crispa,Parsley fern,3,"[""a photo of Cryptogramma crispa"", ""a close-up photo of Cryptogramma crispa"", ""a wild plant of species Cryptogramma crispa""]"
1738619,Hesperocyparis lusitanica,,3,"[""a photo of Hesperocyparis lusitanica"", ""a close-up photo of Hesperocyparis lusitanica"", ""a wild plant of species Hesperocyparis lusitanica""]"
1722705,Zygophyllum creticum,,3,"[""a photo of Zygophyllum creticum"", ""a close-up photo of Zygophyllum creticum"", ""a wild plant of species Zygophyllum creticum""]"
1397510,Thesium pyrenaicum,,3,"[""a photo of Thesium pyrenaicum"", ""a close-up photo of Thesium pyrenaicum"", ""a wild plant of species Thesium pyrenaicum""]"
1397135,Viola collina,Hill violet,3,"[""a photo of Viola collina"", ""a close-up photo of Viola collina"", ""a wild plant of species Viola collina""]"
1397043,Veronica alpina,Alpine speedwell,3,"[""a photo of Veronica alpina"", ""a close-up photo of Veronica alpina"", ""a wild plant of species Veronica alpina""]"
1396956,Urospermum picroides,False hawkbit,3,"[""a photo of Urospermum picroides"", ""a close-up photo of Urospermum picroides"", ""a wild plant of species Urospermum picroides""]"
1396969,Vaccinium oxycoccos,Cranberry,3,"[""a photo of Vaccinium oxycoccos"", ""a close-up photo of Vaccinium oxycoccos"", ""a wild plant of species Vaccinium oxycoccos""]"
1355897,Xanthium spinosum,Bathurst burr,3,"[""a photo of Xanthium spinosum"", ""a close-up photo of Xanthium spinosum"", ""a wild plant of species Xanthium spinosum""]"
1361721,Typha angustifolia,Cattail,3,"[""a photo of Typha angustifolia"", ""a close-up photo of Typha angustifolia"", ""a wild plant of species Typha angustifolia""]"
1422538,Gymnosporia senegalensis,,3,"[""a photo of Gymnosporia senegalensis"", ""a close-up photo of Gymnosporia senegalensis"", ""a wild plant of species Gymnosporia senegalensis""]"
1397065,Veronica ponae,,3,"[""a photo of Veronica ponae"", ""a close-up photo of Veronica ponae"", ""a wild plant of species Veronica ponae""]"
1361878,Veronica scutellata,Grass-leaf speedwell,3,"[""a photo of Veronica scutellata"", ""a close-up photo of Veronica scutellata"", ""a wild plant of species Veronica scutellata""]"
1743348,Valeriana graciliflora,,3,"[""a photo of Valeriana graciliflora"", ""a close-up photo of Valeriana graciliflora"", ""a wild plant of species Valeriana graciliflora""]"
1397208,Viscaria alpina,Alpine campion,3,"[""a photo of Viscaria alpina"", ""a close-up photo of Viscaria alpina"", ""a wild plant of species Viscaria alpina""]"
1359006,Teucrium montanum,,3,"[""a photo of Teucrium montanum"", ""a close-up photo of Teucrium montanum"", ""a wild plant of species Teucrium montanum""]"
1452750,Allium subvillosum,,3,"[""a photo of Allium subvillosum"", ""a close-up photo of Allium subvillosum"", ""a wild plant of species Allium subvillosum""]"
1359570,Vicia parviflora,Slender tare,3,"[""a photo of Vicia parviflora"", ""a close-up photo of Vicia parviflora"", ""a wild plant of species Vicia parviflora""]"
1360831,Urtica pilulifera,Roman nettle,3,"[""a photo of Urtica pilulifera"", ""a close-up photo of Urtica pilulifera"", ""a wild plant of species Urtica pilulifera""]"
1363675,Vicia pannonica,Hungarian vetch,3,"[""a photo of Vicia pannonica"", ""a close-up photo of Vicia pannonica"", ""a wild plant of species Vicia pannonica""]"
1361969,Watsonia meriana,Bulbil bugle-lily,3,"[""a photo of Watsonia meriana"", ""a close-up photo of Watsonia meriana"", ""a wild plant of species Watsonia meriana""]"
1363670,Vicia benghalensis,Algerian vetch,3,"[""a photo of Vicia benghalensis"", ""a close-up photo of Vicia benghalensis"", ""a wild plant of species Vicia benghalensis""]"
1392718,Helianthus decapetalus,Ten-petals sunflower,3,"[""a photo of Helianthus decapetalus"", ""a close-up photo of Helianthus decapetalus"", ""a wild plant of species Helianthus decapetalus""]"
1722703,Valeriana eriocarpa,,3,"[""a photo of Valeriana eriocarpa"", ""a close-up photo of Valeriana eriocarpa"", ""a wild plant of species Valeriana eriocarpa""]"
1358963,Teucrium botrys,Cut-leaved germander,3,"[""a photo of Teucrium botrys"", ""a close-up photo of Teucrium botrys"", ""a wild plant of species Teucrium botrys""]"
1359523,Trifolium spumosum,Mediterranean clover,3,"[""a photo of Trifolium spumosum"", ""a close-up photo of Trifolium spumosum"", ""a wild plant of species Trifolium spumosum""]"
1694379,Typha glauca,Blue cattail,3,"[""a photo of Typha glauca"", ""a close-up photo of Typha glauca"", ""a wild plant of species Typha glauca""]"
1398822,Thymus carnosus,,3,"[""a photo of Thymus carnosus"", ""a close-up photo of Thymus carnosus"", ""a wild plant of species Thymus carnosus""]"
1397509,Teucrium aureum,,3,"[""a photo of Teucrium aureum"", ""a close-up photo of Teucrium aureum"", ""a wild plant of species Teucrium aureum""]"
1359205,Genista cinerea,,3,"[""a photo of Genista cinerea"", ""a close-up photo of Genista cinerea"", ""a wild plant of species Genista cinerea""]"
1397123,Viola biflora,Alpine yellow-violet,3,"[""a photo of Viola biflora"", ""a close-up photo of Viola biflora"", ""a wild plant of species Viola biflora""]"
1397227,Willemetia stipitata,,3,"[""a photo of Willemetia stipitata"", ""a close-up photo of Willemetia stipitata"", ""a wild plant of species Willemetia stipitata""]"
1393618,Logfia gallica,French cudweed,3,"[""a photo of Logfia gallica"", ""a close-up photo of Logfia gallica"", ""a wild plant of species Logfia gallica""]"
1396940,Typha laxmannii,Laxman’s bulrush,3,"[""a photo of Typha laxmannii"", ""a close-up photo of Typha laxmannii"", ""a wild plant of species Typha laxmannii""]"
1396941,Typha minima,Dwarf bulrush,3,"[""a photo of Typha minima"", ""a close-up photo of Typha minima"", ""a wild plant of species Typha minima""]"
1396943,Typha shuttleworthii,,3,"[""a photo of Typha shuttleworthii"", ""a close-up photo of Typha shuttleworthii"", ""a wild plant of species Typha shuttleworthii""]"
1397100,Vicia melanops,Black-eyed vetch,3,"[""a photo of Vicia melanops"", ""a close-up photo of Vicia melanops"", ""a wild plant of species Vicia melanops""]"
1397131,Viola cenisia,,3,"[""a photo of Viola cenisia"", ""a close-up photo of Viola cenisia"", ""a wild plant of species Viola cenisia""]"
1356589,Aristolochia sempervirens,Long birthwort,3,"[""a photo of Aristolochia sempervirens"", ""a close-up photo of Aristolochia sempervirens"", ""a wild plant of species Aristolochia sempervirens""]"
1361786,Xanthium orientale,"Californian burr, burweed, cocklebur",3,"[""a photo of Xanthium orientale"", ""a close-up photo of Xanthium orientale"", ""a wild plant of species Xanthium orientale""]"
1396716,Tephroseris helenitis,,3,"[""a photo of Tephroseris helenitis"", ""a close-up photo of Tephroseris helenitis"", ""a wild plant of species Tephroseris helenitis""]"
1396718,Tephroseris longifolia,,3,"[""a photo of Tephroseris longifolia"", ""a close-up photo of Tephroseris longifolia"", ""a wild plant of species Tephroseris longifolia""]"
1397517,Ulex gallii,Western gorse,3,"[""a photo of Ulex gallii"", ""a close-up photo of Ulex gallii"", ""a wild plant of species Ulex gallii""]"
1396717,Tephroseris integrifolia,Field fleawort,3,"[""a photo of Tephroseris integrifolia"", ""a close-up photo of Tephroseris integrifolia"", ""a wild plant of species Tephroseris integrifolia""]"
1363337,Typha domingensis,Southern cat-tail,3,"[""a photo of Typha domingensis"", ""a close-up photo of Typha domingensis"", ""a wild plant of species Typha domingensis""]"
1360808,Thapsia garganica,,3,"[""a photo of Thapsia garganica"", ""a close-up photo of Thapsia garganica"", ""a wild plant of species Thapsia garganica""]"
1396826,Tragopogon angustifolius,,3,"[""a photo of Tragopogon angustifolius"", ""a close-up photo of Tragopogon angustifolius"", ""a wild plant of species Tragopogon angustifolius""]"
1398815,Thymus camphoratus,,3,"[""a photo of Thymus camphoratus"", ""a close-up photo of Thymus camphoratus"", ""a wild plant of species Thymus camphoratus""]"
1722340,Thelypteris limbosperma,,3,"[""a photo of Thelypteris limbosperma"", ""a close-up photo of Thelypteris limbosperma"", ""a wild plant of species Thelypteris limbosperma""]"
1359988,Veronica verna,Spring speedwell,3,"[""a photo of Veronica verna"", ""a close-up photo of Veronica verna"", ""a wild plant of species Veronica verna""]"
1395445,Rubus condensatus,,3,"[""a photo of Rubus condensatus"", ""a close-up photo of Rubus condensatus"", ""a wild plant of species Rubus condensatus""]"
1392723,Helianthus strumosus,Pale-leaf sunflower,3,"[""a photo of Helianthus strumosus"", ""a close-up photo of Helianthus strumosus"", ""a wild plant of species Helianthus strumosus""]"
1396780,Thymus herba-barona,Caraway thyme,3,"[""a photo of Thymus herba-barona"", ""a close-up photo of Thymus herba-barona"", ""a wild plant of species Thymus herba-barona""]"
1392682,Hakea sericea,Needle bush,3,"[""a photo of Hakea sericea"", ""a close-up photo of Hakea sericea"", ""a wild plant of species Hakea sericea""]"
1358504,Erica australis,Spanish heath,3,"[""a photo of Erica australis"", ""a close-up photo of Erica australis"", ""a wild plant of species Erica australis""]"
1359526,Trifolium striatum,Knotted clover,3,"[""a photo of Trifolium striatum"", ""a close-up photo of Trifolium striatum"", ""a wild plant of species Trifolium striatum""]"
1396769,Thymelaea tinctoria,,3,"[""a photo of Thymelaea tinctoria"", ""a close-up photo of Thymelaea tinctoria"", ""a wild plant of species Thymelaea tinctoria""]"
1360169,Delphinium halteratum,,3,"[""a photo of Delphinium halteratum"", ""a close-up photo of Delphinium halteratum"", ""a wild plant of species Delphinium halteratum""]"
1722519,Valeriana dentata,,3,"[""a photo of Valeriana dentata"", ""a close-up photo of Valeriana dentata"", ""a wild plant of species Valeriana dentata""]"
1357673,Klasea pinnatifida,,3,"[""a photo of Klasea pinnatifida"", ""a close-up photo of Klasea pinnatifida"", ""a wild plant of species Klasea pinnatifida""]"
1397050,Veronica fruticulosa,,3,"[""a photo of Veronica fruticulosa"", ""a close-up photo of Veronica fruticulosa"", ""a wild plant of species Veronica fruticulosa""]"
1359518,Trifolium purpureum,Purple clover,3,"[""a photo of Trifolium purpureum"", ""a close-up photo of Trifolium purpureum"", ""a wild plant of species Trifolium purpureum""]"
1394571,Pilosella caespitosa,King-devil,3,"[""a photo of Pilosella caespitosa"", ""a close-up photo of Pilosella caespitosa"", ""a wild plant of species Pilosella caespitosa""]"
1396958,Urtica atrovirens,,3,"[""a photo of Urtica atrovirens"", ""a close-up photo of Urtica atrovirens"", ""a wild plant of species Urtica atrovirens""]"
1361833,Thymus piperella,,3,"[""a photo of Thymus piperella"", ""a close-up photo of Thymus piperella"", ""a wild plant of species Thymus piperella""]"
1744076,Thapsia meoides,,3,"[""a photo of Thapsia meoides"", ""a close-up photo of Thapsia meoides"", ""a wild plant of species Thapsia meoides""]"
1397094,Vicia incana,,3,"[""a photo of Vicia incana"", ""a close-up photo of Vicia incana"", ""a wild plant of species Vicia incana""]"
1397213,Vitis rupestris,Sand grape,3,"[""a photo of Vitis rupestris"", ""a close-up photo of Vitis rupestris"", ""a wild plant of species Vitis rupestris""]"
1695710,Urtica membranacea,,3,"[""a photo of Urtica membranacea"", ""a close-up photo of Urtica membranacea"", ""a wild plant of species Urtica membranacea""]"
1359723,Orobanche densiflora,,3,"[""a photo of Orobanche densiflora"", ""a close-up photo of Orobanche densiflora"", ""a wild plant of species Orobanche densiflora""]"
1360840,Valeriana apula,,3,"[""a photo of Valeriana apula"", ""a close-up photo of Valeriana apula"", ""a wild plant of species Valeriana apula""]"
1382119,Utricularia intermedia,Flat-leaf bladderwort,3,"[""a photo of Utricularia intermedia"", ""a close-up photo of Utricularia intermedia"", ""a wild plant of species Utricularia intermedia""]"
1363055,Helictochloa marginata,,3,"[""a photo of Helictochloa marginata"", ""a close-up photo of Helictochloa marginata"", ""a wild plant of species Helictochloa marginata""]"
1564560,Thymus granatensis,,3,"[""a photo of Thymus granatensis"", ""a close-up photo of Thymus granatensis"", ""a wild plant of species Thymus granatensis""]"
1397234,Woodsia ilvensis,Oblong woodsia,3,"[""a photo of Woodsia ilvensis"", ""a close-up photo of Woodsia ilvensis"", ""a wild plant of species Woodsia ilvensis""]"
1358426,Sisymbrella aspera,,3,"[""a photo of Sisymbrella aspera"", ""a close-up photo of Sisymbrella aspera"", ""a wild plant of species Sisymbrella aspera""]"
1697232,Viola demetria,,3,"[""a photo of Viola demetria"", ""a close-up photo of Viola demetria"", ""a wild plant of species Viola demetria""]"
1396974,Valeriana celtica,,3,"[""a photo of Valeriana celtica"", ""a close-up photo of Valeriana celtica"", ""a wild plant of species Valeriana celtica""]"
1722517,Valeriana coronata,,3,"[""a photo of Valeriana coronata"", ""a close-up photo of Valeriana coronata"", ""a wild plant of species Valeriana coronata""]"
1393879,Anacamptis palustris,,3,"[""a photo of Anacamptis palustris"", ""a close-up photo of Anacamptis palustris"", ""a wild plant of species Anacamptis palustris""]"
1396857,Trifolium occidentale,Western clover,3,"[""a photo of Trifolium occidentale"", ""a close-up photo of Trifolium occidentale"", ""a wild plant of species Trifolium occidentale""]"
1743969,Valeriana cornucopiae,,3,"[""a photo of Valeriana cornucopiae"", ""a close-up photo of Valeriana cornucopiae"", ""a wild plant of species Valeriana cornucopiae""]"
1356324,Verbena supina,Supine vervain,3,"[""a photo of Verbena supina"", ""a close-up photo of Verbena supina"", ""a wild plant of species Verbena supina""]"
1396622,Taraxacum mediterraneum,,3,"[""a photo of Taraxacum mediterraneum"", ""a close-up photo of Taraxacum mediterraneum"", ""a wild plant of species Taraxacum mediterraneum""]"
1743383,Thymelaea tartonraira,,3,"[""a photo of Thymelaea tartonraira"", ""a close-up photo of Thymelaea tartonraira"", ""a wild plant of species Thymelaea tartonraira""]"
1397070,Veronica repens,Corsican speedwell,3,"[""a photo of Veronica repens"", ""a close-up photo of Veronica repens"", ""a wild plant of species Veronica repens""]"
1397407,Hypericum hyssopifolium,,3,"[""a photo of Hypericum hyssopifolium"", ""a close-up photo of Hypericum hyssopifolium"", ""a wild plant of species Hypericum hyssopifolium""]"
1389835,Tripidium ravennae,Ravenna grass,3,"[""a photo of Tripidium ravennae"", ""a close-up photo of Tripidium ravennae"", ""a wild plant of species Tripidium ravennae""]"
1366028,Utricularia subulata,Slender bladderwort,3,"[""a photo of Utricularia subulata"", ""a close-up photo of Utricularia subulata"", ""a wild plant of species Utricularia subulata""]"
1397059,Veronica nummularia,,3,"[""a photo of Veronica nummularia"", ""a close-up photo of Veronica nummularia"", ""a wild plant of species Veronica nummularia""]"
1359502,Trifolium lappaceum,Bur clover,3,"[""a photo of Trifolium lappaceum"", ""a close-up photo of Trifolium lappaceum"", ""a wild plant of species Trifolium lappaceum""]"
1743258,Valeriana echinata,,3,"[""a photo of Valeriana echinata"", ""a close-up photo of Valeriana echinata"", ""a wild plant of species Valeriana echinata""]"
1362385,Thesium humifusum,Bastard-toadflax,3,"[""a photo of Thesium humifusum"", ""a close-up photo of Thesium humifusum"", ""a wild plant of species Thesium humifusum""]"
1397158,Viola lactea,Pale dog-violet,3,"[""a photo of Viola lactea"", ""a close-up photo of Viola lactea"", ""a wild plant of species Viola lactea""]"
1397524,Viola rupestris,Teesdale violet,3,"[""a photo of Viola rupestris"", ""a close-up photo of Viola rupestris"", ""a wild plant of species Viola rupestris""]"
1396982,Valeriana saliunca,Sharpleaf valerian,3,"[""a photo of Valeriana saliunca"", ""a close-up photo of Valeriana saliunca"", ""a wild plant of species Valeriana saliunca""]"
1482315,Vella lucentina,,3,"[""a photo of Vella lucentina"", ""a close-up photo of Vella lucentina"", ""a wild plant of species Vella lucentina""]"
1358443,Vella pseudocytisus,,3,"[""a photo of Vella pseudocytisus"", ""a close-up photo of Vella pseudocytisus"", ""a wild plant of species Vella pseudocytisus""]"
1357964,Xeranthemum inapertum,,3,"[""a photo of Xeranthemum inapertum"", ""a close-up photo of Xeranthemum inapertum"", ""a wild plant of species Xeranthemum inapertum""]"
1495503,Tuberaria globulariifolia,,3,"[""a photo of Tuberaria globulariifolia"", ""a close-up photo of Tuberaria globulariifolia"", ""a wild plant of species Tuberaria globulariifolia""]"
1744166,Washingtonia filifera,California fan palm,3,"[""a photo of Washingtonia filifera"", ""a close-up photo of Washingtonia filifera"", ""a wild plant of species Washingtonia filifera""]"
1360435,Theligonum cynocrambe,,3,"[""a photo of Theligonum cynocrambe"", ""a close-up photo of Theligonum cynocrambe"", ""a wild plant of species Theligonum cynocrambe""]"
1396640,Taraxacum palustre,Fen dandelion,3,"[""a photo of Taraxacum palustre"", ""a close-up photo of Taraxacum palustre"", ""a wild plant of species Taraxacum palustre""]"
1359520,Trifolium retusum,Teasel clover,3,"[""a photo of Trifolium retusum"", ""a close-up photo of Trifolium retusum"", ""a wild plant of species Trifolium retusum""]"
1664742,Thalictrum maritimum,,3,"[""a photo of Thalictrum maritimum"", ""a close-up photo of Thalictrum maritimum"", ""a wild plant of species Thalictrum maritimum""]"
1397231,Woodsia alpina,Alpine cliff fern,3,"[""a photo of Woodsia alpina"", ""a close-up photo of Woodsia alpina"", ""a wild plant of species Woodsia alpina""]"
1356794,Arenaria aggregata,,3,"[""a photo of Arenaria aggregata"", ""a close-up photo of Arenaria aggregata"", ""a wild plant of species Arenaria aggregata""]"
1359572,Vicia peregrina,Broad-pod vetch,3,"[""a photo of Vicia peregrina"", ""a close-up photo of Vicia peregrina"", ""a wild plant of species Vicia peregrina""]"
1363738,Trifolium glomeratum,Clustered clover,3,"[""a photo of Trifolium glomeratum"", ""a close-up photo of Trifolium glomeratum"", ""a wild plant of species Trifolium glomeratum""]"
1397046,Veronica bellidioides,,3,"[""a photo of Veronica bellidioides"", ""a close-up photo of Veronica bellidioides"", ""a wild plant of species Veronica bellidioides""]"
1356129,Teucrium scordium,,3,"[""a photo of Teucrium scordium"", ""a close-up photo of Teucrium scordium"", ""a wild plant of species Teucrium scordium""]"
1397193,Viola suavis,Russian violet,3,"[""a photo of Viola suavis"", ""a close-up photo of Viola suavis"", ""a wild plant of species Viola suavis""]"
