species_id,canonical_scientific,primary_common,n_prompts,prompts
1361079,Carex punctata,Dotted sedge,10,"[""a photo of Carex punctata"", ""a close-up photo of Carex punctata"", ""a wild plant of species Carex punctata"", ""a photo of Dotted sedge"", ""a close-up photo of Dotted sedge"", ""a wild plant called Dotted sedge"", ""a photo of Carex punctata (Dotted sedge)"", ""a close-up photo of Carex punctata (Dotted sedge)"", ""a photo of Carex punctata, a plant in the family Cyperaceae"", ""a close-up photo of Carex punctata, a plant in the family Cyperaceae""]"
1358459,Knautia subscaposa,,5,"[""a photo of Knautia subscaposa"", ""a close-up photo of Knautia subscaposa"", ""a wild plant of species Knautia subscaposa"", ""a photo of Knautia subscaposa, a plant in the family Caprifoliaceae"", ""a close-up photo of Knautia subscaposa, a plant in the family Caprifoliaceae""]"
1356081,Rumex dentatus,Aegean dock,19,"[""a photo of Rumex dentatus"", ""a close-up photo of Rumex dentatus"", ""a wild plant of species Rumex dentatus"", ""a photo of Aegean dock"", ""a close-up photo of Aegean dock"", ""a wild plant called Aegean dock"", ""a photo of Indian dock"", ""a close-up photo of Indian dock"", ""a wild plant called Indian dock"", ""a photo of Toothed dock"", ""a close-up photo of Toothed dock"", ""a wild plant called Toothed dock"", ""a photo of Dentate dock"", ""a close-up photo of Dentate dock"", ""a wild plant called Dentate dock"", ""a photo of Rumex dentatus (Aegean dock)"", ""a close-up photo of Rumex dentatus (Aegean dock)"", ""a photo of Rumex dentatus, a plant in the family Polygonaceae"", ""a close-up photo of Rumex dentatus, a plant in the family Polygonaceae""]"
1393378,Knautia basaltica,,5,"[""a photo of Knautia basaltica"", ""a close-up photo of Knautia basaltica"", ""a wild plant of species Knautia basaltica"", ""a photo of Knautia basaltica, a plant in the family Caprifoliaceae"", ""a close-up photo of Knautia basaltica, a plant in the family Caprifoliaceae""]"
1360383,Cruciata pedemontana,Piedmont bedstraw,10,"[""a photo of Cruciata pedemontana"", ""a close-up photo of Cruciata pedemontana"", ""a wild plant of species Cruciata pedemontana"", ""a photo of Piedmont bedstraw"", ""a close-up photo of Piedmont bedstraw"", ""a wild plant called Piedmont bedstraw"", ""a photo of Cruciata pedemontana (Piedmont bedstraw)"", ""a close-up photo of Cruciata pedemontana (Piedmont bedstraw)"", ""a photo of Cruciata pedemontana, a plant in the family Rubiaceae"", ""a close-up photo of Cruciata pedemontana, a plant in the family Rubiaceae""]"
1742180,Asplenium foreziense,,5,"[""a photo of Asplenium foreziense"", ""a close-up photo of Asplenium foreziense"", ""a wild plant of species Asplenium foreziense"", ""a photo of Asplenium foreziense, a plant in the family Aspleniaceae"", ""a close-up photo of Asplenium foreziense, a plant in the family Aspleniaceae""]"
1360752,Kundmannia sicula,,5,"[""a photo of Kundmannia sicula"", ""a close-up photo of Kundmannia sicula"", ""a wild plant of species Kundmannia sicula"", ""a photo of Kundmannia sicula, a plant in the family Apiaceae"", ""a close-up photo of Kundmannia sicula, a plant in the family Apiaceae""]"
1744279,Salvia lavandulacea,,5,"[""a photo of Salvia lavandulacea"", ""a close-up photo of Salvia lavandulacea"", ""a wild plant of species Salvia lavandulacea"", ""a photo of Salvia lavandulacea, a plant in the family Lamiaceae"", ""a close-up photo of Salvia lavandulacea, a plant in the family Lamiaceae""]"
1392044,Erigeron glabratus,,5,"[""a photo of Erigeron glabratus"", ""a close-up photo of Erigeron glabratus"", ""a wild plant of species Erigeron glabratus"", ""a photo of Erigeron glabratus, a plant in the family Asteraceae"", ""a close-up photo of Erigeron glabratus, a plant in the family Asteraceae""]"
1359514,Trifolium patens,,5,"[""a photo of Trifolium patens"", ""a close-up photo of Trifolium patens"", ""a wild plant of species Trifolium patens"", ""a photo of Trifolium patens, a plant in the family Fabaceae"", ""a close-up photo of Trifolium patens, a plant in the family Fabaceae""]"
1359301,Lotus edulis,Edible bird's-foot trefoil,10,"[""a photo of Lotus edulis"", ""a close-up photo of Lotus edulis"", ""a wild plant of species Lotus edulis"", ""a photo of Edible bird's-foot trefoil"", ""a close-up photo of Edible bird's-foot trefoil"", ""a wild plant called Edible bird's-foot trefoil"", ""a photo of Lotus edulis (Edible bird's-foot trefoil)"", ""a close-up photo of Lotus edulis (Edible bird's-foot trefoil)"", ""a photo of Lotus edulis, a plant in the family Fabaceae"", ""a close-up photo of Lotus edulis, a plant in the family Fabaceae""]"
1358703,Hypericum linariifolium,Flax-leaved st. john's wort,19,"[""a photo of Hypericum linariifolium"", ""a close-up photo of Hypericum linariifolium"", ""a wild plant of species Hypericum linariifolium"", ""a photo of Flax-leaved st. john's wort"", ""a close-up photo of Flax-leaved st. john's wort"", ""a wild plant called Flax-leaved st. john's wort"", ""a photo of Narrow-leaved st. john's wort"", ""a close-up photo of Narrow-leaved st. john's wort"", ""a wild plant called Narrow-leaved st. john's wort"", ""a photo of Toadflax-leaved st. john's-wort"", ""a close-up photo of Toadflax-leaved st. john's-wort"", ""a wild plant called Toadflax-leaved st. john's-wort"", ""a photo of Toadflax-leaved st john's-wort"", ""a close-up photo of Toadflax-leaved st john's-wort"", ""a wild plant called Toadflax-leaved st john's-wort"", ""a photo of Hypericum linariifolium (Flax-leaved st. john's wort)"", ""a close-up photo of Hypericum linariifolium (Flax-leaved st. john's wort)"", ""a photo of Hypericum linariifolium, a plant in the family Hypericaceae"", ""a close-up photo of Hypericum linariifolium, a plant in the family Hypericaceae""]"
1360146,Aconitum vulparia,Wolfsbane,10,"[""a photo of Aconitum vulparia"", ""a close-up photo of Aconitum vulparia"", ""a wild plant of species Aconitum vulparia"", ""a photo of Wolfsbane"", ""a close-up photo of Wolfsbane"", ""a wild plant called Wolfsbane"", ""a photo of Aconitum vulparia (Wolfsbane)"", ""a close-up photo of Aconitum vulparia (Wolfsbane)"", ""a photo of Aconitum vulparia, a plant in the family Ranunculaceae"", ""a close-up photo of Aconitum vulparia, a plant in the family Ranunculaceae""]"
1391734,Dioscorea pyrenaica,,5,"[""a photo of Dioscorea pyrenaica"", ""a close-up photo of Dioscorea pyrenaica"", ""a wild plant of species Dioscorea pyrenaica"", ""a photo of Dioscorea pyrenaica, a plant in the family Dioscoreaceae"", ""a close-up photo of Dioscorea pyrenaica, a plant in the family Dioscoreaceae""]"
1393359,Juncus triglumis,Three-flowered rush,13,"[""a photo of Juncus triglumis"", ""a close-up photo of Juncus triglumis"", ""a wild plant of species Juncus triglumis"", ""a photo of Three-flowered rush"", ""a close-up photo of Three-flowered rush"", ""a wild plant called Three-flowered rush"", ""a photo of Three-hull rush"", ""a close-up photo of Three-hull rush"", ""a wild plant called Three-hull rush"", ""a photo of Juncus triglumis (Three-flowered rush)"", ""a close-up photo of Juncus triglumis (Three-flowered rush)"", ""a photo of Juncus triglumis, a plant in the family Juncaceae"", ""a close-up photo of Juncus triglumis, a plant in the family Juncaceae""]"
1396167,Selaginella helvetica,Dwarf spikemoss,10,"[""a photo of Selaginella helvetica"", ""a close-up photo of Selaginella helvetica"", ""a wild plant of species Selaginella helvetica"", ""a photo of Dwarf spikemoss"", ""a close-up photo of Dwarf spikemoss"", ""a wild plant called Dwarf spikemoss"", ""a photo of Selaginella helvetica (Dwarf spikemoss)"", ""a close-up photo of Selaginella helvetica (Dwarf spikemoss)"", ""a photo of Selaginella helvetica, a plant in the family Selaginellaceae"", ""a close-up photo of Selaginella helvetica, a plant in the family Selaginellaceae""]"
1362500,Teucrium buxifolium,,5,"[""a photo of Teucrium buxifolium"", ""a close-up photo of Teucrium buxifolium"", ""a wild plant of species Teucrium buxifolium"", ""a photo of Teucrium buxifolium, a plant in the family Lamiaceae"", ""a close-up photo of Teucrium buxifolium, a plant in the family Lamiaceae""]"
1393320,Isolepis setacea,Bristle club-rush,13,"[""a photo of Isolepis setacea"", ""a close-up photo of Isolepis setacea"", ""a wild plant of species Isolepis setacea"", ""a photo of Bristle club-rush"", ""a close-up photo of Bristle club-rush"", ""a wild plant called Bristle club-rush"", ""a photo of Bristleleaf bulrush"", ""a close-up photo of Bristleleaf bulrush"", ""a wild plant called Bristleleaf bulrush"", ""a photo of Isolepis setacea (Bristle club-rush)"", ""a close-up photo of Isolepis setacea (Bristle club-rush)"", ""a photo of Isolepis setacea, a plant in the family Cyperaceae"", ""a close-up photo of Isolepis setacea, a plant in the family Cyperaceae""]"
1628969,Orchis spuria,,5,"[""a photo of Orchis spuria"", ""a close-up photo of Orchis spuria"", ""a wild plant of species Orchis spuria"", ""a photo of Orchis spuria, a plant in the family Orchidaceae"", ""a close-up photo of Orchis spuria, a plant in the family Orchidaceae""]"
1652226,Koeleria caudata,,5,"[""a photo of Koeleria caudata"", ""a close-up photo of Koeleria caudata"", ""a wild plant of species Koeleria caudata"", ""a photo of Koeleria caudata, a plant in the family Poaceae"", ""a close-up photo of Koeleria caudata, a plant in the family Poaceae""]"
1423913,Glinus oppositifolius,Slender carpetweed,10,"[""a photo of Glinus oppositifolius"", ""a close-up photo of Glinus oppositifolius"", ""a wild plant of species Glinus oppositifolius"", ""a photo of Slender carpetweed"", ""a close-up photo of Slender carpetweed"", ""a wild plant called Slender carpetweed"", ""a photo of Glinus oppositifolius (Slender carpetweed)"", ""a close-up photo of Glinus oppositifolius (Slender carpetweed)"", ""a photo of Glinus oppositifolius, a plant in the family Molluginaceae"", ""a close-up photo of Glinus oppositifolius, a plant in the family Molluginaceae""]"
1701506,Juniperus brevifolia,Azores juniper,10,"[""a photo of Juniperus brevifolia"", ""a close-up photo of Juniperus brevifolia"", ""a wild plant of species Juniperus brevifolia"", ""a photo of Azores juniper"", ""a close-up photo of Azores juniper"", ""a wild plant called Azores juniper"", ""a photo of Juniperus brevifolia (Azores juniper)"", ""a close-up photo of Juniperus brevifolia (Azores juniper)"", ""a photo of Juniperus brevifolia, a plant in the family Cupressaceae"", ""a close-up photo of Juniperus brevifolia, a plant in the family Cupressaceae""]"
1560697,Mentha verticillata,Mint,13,"[""a photo of Mentha verticillata"", ""a close-up photo of Mentha verticillata"", ""a wild plant of species Mentha verticillata"", ""a photo of Mint"", ""a close-up photo of Mint"", ""a wild plant called Mint"", ""a photo of Whorled mint"", ""a close-up photo of Whorled mint"", ""a wild plant called Whorled mint"", ""a photo of Mentha verticillata (Mint)"", ""a close-up photo of Mentha verticillata (Mint)"", ""a photo of Mentha verticillata, a plant in the family Lamiaceae"", ""a close-up photo of Mentha verticillata, a plant in the family Lamiaceae""]"
1357124,Helianthemum almeriense,,5,"[""a photo of Helianthemum almeriense"", ""a close-up photo of Helianthemum almeriense"", ""a wild plant of species Helianthemum almeriense"", ""a photo of Helianthemum almeriense, a plant in the family Cistaceae"", ""a close-up photo of Helianthemum almeriense, a plant in the family Cistaceae""]"
1390585,Moricandia foetida,,5,"[""a photo of Moricandia foetida"", ""a close-up photo of Moricandia foetida"", ""a wild plant of species Moricandia foetida"", ""a photo of Moricandia foetida, a plant in the family Brassicaceae"", ""a close-up photo of Moricandia foetida, a plant in the family Brassicaceae""]"
1649483,Coleanthus subtilis,Mossgrass,16,"[""a photo of Coleanthus subtilis"", ""a close-up photo of Coleanthus subtilis"", ""a wild plant of species Coleanthus subtilis"", ""a photo of Mossgrass"", ""a close-up photo of Mossgrass"", ""a wild plant called Mossgrass"", ""a photo of Moss grass"", ""a close-up photo of Moss grass"", ""a wild plant called Moss grass"", ""a photo of Mud grass"", ""a close-up photo of Mud grass"", ""a wild plant called Mud grass"", ""a photo of Coleanthus subtilis (Mossgrass)"", ""a close-up photo of Coleanthus subtilis (Mossgrass)"", ""a photo of Coleanthus subtilis, a plant in the family Poaceae"", ""a close-up photo of Coleanthus subtilis, a plant in the family Poaceae""]"
1396138,Scutellaria hastifolia,Norfolk skullcap,10,"[""a photo of Scutellaria hastifolia"", ""a close-up photo of Scutellaria hastifolia"", ""a wild plant of species Scutellaria hastifolia"", ""a photo of Norfolk skullcap"", ""a close-up photo of Norfolk skullcap"", ""a wild plant called Norfolk skullcap"", ""a photo of Scutellaria hastifolia (Norfolk skullcap)"", ""a close-up photo of Scutellaria hastifolia (Norfolk skullcap)"", ""a photo of Scutellaria hastifolia, a plant in the family Lamiaceae"", ""a close-up photo of Scutellaria hastifolia, a plant in the family Lamiaceae""]"
1392468,Galium megalospermum,,5,"[""a photo of Galium megalospermum"", ""a close-up photo of Galium megalospermum"", ""a wild plant of species Galium megalospermum"", ""a photo of Galium megalospermum, a plant in the family Rubiaceae"", ""a close-up photo of Galium megalospermum, a plant in the family Rubiaceae""]"
1393357,Juncus tenageia,Sand rush,10,"[""a photo of Juncus tenageia"", ""a close-up photo of Juncus tenageia"", ""a wild plant of species Juncus tenageia"", ""a photo of Sand rush"", ""a close-up photo of Sand rush"", ""a wild plant called Sand rush"", ""a photo of Juncus tenageia (Sand rush)"", ""a close-up photo of Juncus tenageia (Sand rush)"", ""a photo of Juncus tenageia, a plant in the family Juncaceae"", ""a close-up photo of Juncus tenageia, a plant in the family Juncaceae""]"
1391536,Cytisus decumbens,,5,"[""a photo of Cytisus decumbens"", ""a close-up photo of Cytisus decumbens"", ""a wild plant of species Cytisus decumbens"", ""a photo of Cytisus decumbens, a plant in the family Fabaceae"", ""a close-up photo of Cytisus decumbens, a plant in the family Fabaceae""]"
1357068,Spergularia fimbriata,,5,"[""a photo of Spergularia fimbriata"", ""a close-up photo of Spergularia fimbriata"", ""a wild plant of species Spergularia fimbriata"", ""a photo of Spergularia fimbriata, a plant in the family Caryophyllaceae"", ""a close-up photo of Spergularia fimbriata, a plant in the family Caryophyllaceae""]"
1741961,Leuzea rhapontica,,5,"[""a photo of Leuzea rhapontica"", ""a close-up photo of Leuzea rhapontica"", ""a wild plant of species Leuzea rhapontica"", ""a photo of Leuzea rhapontica, a plant in the family Asteraceae"", ""a close-up photo of Leuzea rhapontica, a plant in the family Asteraceae""]"
1362024,Hypericum triquetrifolium,Tangled hypericum,10,"[""a photo of Hypericum triquetrifolium"", ""a close-up photo of Hypericum triquetrifolium"", ""a wild plant of species Hypericum triquetrifolium"", ""a photo of Tangled hypericum"", ""a close-up photo of Tangled hypericum"", ""a wild plant called Tangled hypericum"", ""a photo of Hypericum triquetrifolium (Tangled hypericum)"", ""a close-up photo of Hypericum triquetrifolium (Tangled hypericum)"", ""a photo of Hypericum triquetrifolium, a plant in the family Hypericaceae"", ""a close-up photo of Hypericum triquetrifolium, a plant in the family Hypericaceae""]"
1397416,Juncus gerardi,Black-grass,19,"[""a photo of Juncus gerardi"", ""a close-up photo of Juncus gerardi"", ""a wild plant of species Juncus gerardi"", ""a photo of Black-grass"", ""a close-up photo of Black-grass"", ""a wild plant called Black-grass"", ""a photo of Gerald's rush"", ""a close-up photo of Gerald's rush"", ""a wild plant called Gerald's rush"", ""a photo of Salt-marsh-rush"", ""a close-up photo of Salt-marsh-rush"", ""a wild plant called Salt-marsh-rush"", ""a photo of Saltmarsh rush"", ""a close-up photo of Saltmarsh rush"", ""a wild plant called Saltmarsh rush"", ""a photo of Juncus gerardi (Black-grass)"", ""a close-up photo of Juncus gerardi (Black-grass)"", ""a photo of Juncus gerardi, a plant in the family Juncaceae"", ""a close-up photo of Juncus gerardi, a plant in the family Juncaceae""]"
1361576,Juncus foliosus,Leafy rush,10,"[""a photo of Juncus foliosus"", ""a close-up photo of Juncus foliosus"", ""a wild plant of species Juncus foliosus"", ""a photo of Leafy rush"", ""a close-up photo of Leafy rush"", ""a wild plant called Leafy rush"", ""a photo of Juncus foliosus (Leafy rush)"", ""a close-up photo of Juncus foliosus (Leafy rush)"", ""a photo of Juncus foliosus, a plant in the family Juncaceae"", ""a close-up photo of Juncus foliosus, a plant in the family Juncaceae""]"
1359735,Orobanche reticulata,,5,"[""a photo of Orobanche reticulata"", ""a close-up photo of Orobanche reticulata"", ""a wild plant of species Orobanche reticulata"", ""a photo of Orobanche reticulata, a plant in the family Orobanchaceae"", ""a close-up photo of Orobanche reticulata, a plant in the family Orobanchaceae""]"
1361568,Juncus acutiflorus,Sharp-flowered rush,10,"[""a photo of Juncus acutiflorus"", ""a close-up photo of Juncus acutiflorus"", ""a wild plant of species Juncus acutiflorus"", ""a photo of Sharp-flowered rush"", ""a close-up photo of Sharp-flowered rush"", ""a wild plant called Sharp-flowered rush"", ""a photo of Juncus acutiflorus (Sharp-flowered rush)"", ""a close-up photo of Juncus acutiflorus (Sharp-flowered rush)"", ""a photo of Juncus acutiflorus, a plant in the family Juncaceae"", ""a close-up photo of Juncus acutiflorus, a plant in the family Juncaceae""]"
1394850,Potentilla heptaphylla,,5,"[""a photo of Potentilla heptaphylla"", ""a close-up photo of Potentilla heptaphylla"", ""a wild plant of species Potentilla heptaphylla"", ""a photo of Potentilla heptaphylla, a plant in the family Rosaceae"", ""a close-up photo of Potentilla heptaphylla, a plant in the family Rosaceae""]"
1358690,Hypericum australe,,5,"[""a photo of Hypericum australe"", ""a close-up photo of Hypericum australe"", ""a wild plant of species Hypericum australe"", ""a photo of Hypericum australe, a plant in the family Hypericaceae"", ""a close-up photo of Hypericum australe, a plant in the family Hypericaceae""]"
1743796,Senecio provincialis,,5,"[""a photo of Senecio provincialis"", ""a close-up photo of Senecio provincialis"", ""a wild plant of species Senecio provincialis"", ""a photo of Senecio provincialis, a plant in the family Asteraceae"", ""a close-up photo of Senecio provincialis, a plant in the family Asteraceae""]"
1393242,Hypericum coris,,5,"[""a photo of Hypericum coris"", ""a close-up photo of Hypericum coris"", ""a wild plant of species Hypericum coris"", ""a photo of Hypericum coris, a plant in the family Hypericaceae"", ""a close-up photo of Hypericum coris, a plant in the family Hypericaceae""]"
1393109,Hieracium racemosum,,5,"[""a photo of Hieracium racemosum"", ""a close-up photo of Hieracium racemosum"", ""a wild plant of species Hieracium racemosum"", ""a photo of Hieracium racemosum, a plant in the family Asteraceae"", ""a close-up photo of Hieracium racemosum, a plant in the family Asteraceae""]"
1396825,Artemisia glacialis,,5,"[""a photo of Artemisia glacialis"", ""a close-up photo of Artemisia glacialis"", ""a wild plant of species Artemisia glacialis"", ""a photo of Artemisia glacialis, a plant in the family Asteraceae"", ""a close-up photo of Artemisia glacialis, a plant in the family Asteraceae""]"
1357447,Centaurea pubescens,,5,"[""a photo of Centaurea pubescens"", ""a close-up photo of Centaurea pubescens"", ""a wild plant of species Centaurea pubescens"", ""a photo of Centaurea pubescens, a plant in the family Asteraceae"", ""a close-up photo of Centaurea pubescens, a plant in the family Asteraceae""]"
1742675,Rubus atrovirens,,5,"[""a photo of Rubus atrovirens"", ""a close-up photo of Rubus atrovirens"", ""a wild plant of species Rubus atrovirens"", ""a photo of Rubus atrovirens, a plant in the family Rosaceae"", ""a close-up photo of Rubus atrovirens, a plant in the family Rosaceae""]"
1422941,Jarava ichu,,5,"[""a photo of Jarava ichu"", ""a close-up photo of Jarava ichu"", ""a wild plant of species Jarava ichu"", ""a photo of Jarava ichu, a plant in the family Poaceae"", ""a close-up photo of Jarava ichu, a plant in the family Poaceae""]"
1743861,Hemionitis hispanica,,5,"[""a photo of Hemionitis hispanica"", ""a close-up photo of Hemionitis hispanica"", ""a wild plant of species Hemionitis hispanica"", ""a photo of Hemionitis hispanica, a plant in the family Pteridaceae"", ""a close-up photo of Hemionitis hispanica, a plant in the family Pteridaceae""]"
1502684,Centaurea linifolia,,5,"[""a photo of Centaurea linifolia"", ""a close-up photo of Centaurea linifolia"", ""a wild plant of species Centaurea linifolia"", ""a photo of Centaurea linifolia, a plant in the family Asteraceae"", ""a close-up photo of Centaurea linifolia, a plant in the family Asteraceae""]"
1412367,Juncus dudleyi,Dudley rush,13,"[""a photo of Juncus dudleyi"", ""a close-up photo of Juncus dudleyi"", ""a wild plant of species Juncus dudleyi"", ""a photo of Dudley rush"", ""a close-up photo of Dudley rush"", ""a wild plant called Dudley rush"", ""a photo of Dudley's rush"", ""a close-up photo of Dudley's rush"", ""a wild plant called Dudley's rush"", ""a photo of Juncus dudleyi (Dudley rush)"", ""a close-up photo of Juncus dudleyi (Dudley rush)"", ""a photo of Juncus dudleyi, a plant in the family Juncaceae"", ""a close-up photo of Juncus dudleyi, a plant in the family Juncaceae""]"
1361571,Juncus anceps,,5,"[""a photo of Juncus anceps"", ""a close-up photo of Juncus anceps"", ""a wild plant of species Juncus anceps"", ""a photo of Juncus anceps, a plant in the family Juncaceae"", ""a close-up photo of Juncus anceps, a plant in the family Juncaceae""]"
1743667,Isatis apennina,,5,"[""a photo of Isatis apennina"", ""a close-up photo of Isatis apennina"", ""a wild plant of species Isatis apennina"", ""a photo of Isatis apennina, a plant in the family Brassicaceae"", ""a close-up photo of Isatis apennina, a plant in the family Brassicaceae""]"
1393347,Juncus littoralis,,5,"[""a photo of Juncus littoralis"", ""a close-up photo of Juncus littoralis"", ""a wild plant of species Juncus littoralis"", ""a photo of Juncus littoralis, a plant in the family Juncaceae"", ""a close-up photo of Juncus littoralis, a plant in the family Juncaceae""]"
1394589,Pilularia globulifera,Pillwort,10,"[""a photo of Pilularia globulifera"", ""a close-up photo of Pilularia globulifera"", ""a wild plant of species Pilularia globulifera"", ""a photo of Pillwort"", ""a close-up photo of Pillwort"", ""a wild plant called Pillwort"", ""a photo of Pilularia globulifera (Pillwort)"", ""a close-up photo of Pilularia globulifera (Pillwort)"", ""a photo of Pilularia globulifera, a plant in the family Marsileaceae"", ""a close-up photo of Pilularia globulifera, a plant in the family Marsileaceae""]"
1388898,Lemna valdiviana,Pale duckweed,16,"[""a photo of Lemna valdiviana"", ""a close-up photo of Lemna valdiviana"", ""a wild plant of species Lemna valdiviana"", ""a photo of Pale duckweed"", ""a close-up photo of Pale duckweed"", ""a wild plant called Pale duckweed"", ""a photo of Valdivia duckweed"", ""a close-up photo of Valdivia duckweed"", ""a wild plant called Valdivia duckweed"", ""a photo of Valdivia's duckweed"", ""a close-up photo of Valdivia's duckweed"", ""a wild plant called Valdivia's duckweed"", ""a photo of Lemna valdiviana (Pale duckweed)"", ""a close-up photo of Lemna valdiviana (Pale duckweed)"", ""a photo of Lemna valdiviana, a plant in the family Araceae"", ""a close-up photo of Lemna valdiviana, a plant in the family Araceae""]"
1743664,Hormathophylla lapeyrouseana,,5,"[""a photo of Hormathophylla lapeyrouseana"", ""a close-up photo of Hormathophylla lapeyrouseana"", ""a wild plant of species Hormathophylla lapeyrouseana"", ""a photo of Hormathophylla lapeyrouseana, a plant in the family Brassicaceae"", ""a close-up photo of Hormathophylla lapeyrouseana, a plant in the family Brassicaceae""]"
1357945,Tolpis umbellata,Tolpis,13,"[""a photo of Tolpis umbellata"", ""a close-up photo of Tolpis umbellata"", ""a wild plant of species Tolpis umbellata"", ""a photo of Tolpis"", ""a close-up photo of Tolpis"", ""a wild plant called Tolpis"", ""a photo of Yellow hawkweed"", ""a close-up photo of Yellow hawkweed"", ""a wild plant called Yellow hawkweed"", ""a photo of Tolpis umbellata (Tolpis)"", ""a close-up photo of Tolpis umbellata (Tolpis)"", ""a photo of Tolpis umbellata, a plant in the family Asteraceae"", ""a close-up photo of Tolpis umbellata, a plant in the family Asteraceae""]"
1722604,Malva longiflora,,5,"[""a photo of Malva longiflora"", ""a close-up photo of Malva longiflora"", ""a wild plant of species Malva longiflora"", ""a photo of Malva longiflora, a plant in the family Malvaceae"", ""a close-up photo of Malva longiflora, a plant in the family Malvaceae""]"
1651891,Hordelymus europaeus,,5,"[""a photo of Hordelymus europaeus"", ""a close-up photo of Hordelymus europaeus"", ""a wild plant of species Hordelymus europaeus"", ""a photo of Hordelymus europaeus, a plant in the family Poaceae"", ""a close-up photo of Hordelymus europaeus, a plant in the family Poaceae""]"
1392428,Galeopsis pyrenaica,,5,"[""a photo of Galeopsis pyrenaica"", ""a close-up photo of Galeopsis pyrenaica"", ""a wild plant of species Galeopsis pyrenaica"", ""a photo of Galeopsis pyrenaica, a plant in the family Lamiaceae"", ""a close-up photo of Galeopsis pyrenaica, a plant in the family Lamiaceae""]"
1362179,Airopsis tenella,,5,"[""a photo of Airopsis tenella"", ""a close-up photo of Airopsis tenella"", ""a wild plant of species Airopsis tenella"", ""a photo of Airopsis tenella, a plant in the family Poaceae"", ""a close-up photo of Airopsis tenella, a plant in the family Poaceae""]"
1363478,Bromus commutatus,Hairy chess,16,"[""a photo of Bromus commutatus"", ""a close-up photo of Bromus commutatus"", ""a wild plant of species Bromus commutatus"", ""a photo of Hairy chess"", ""a close-up photo of Hairy chess"", ""a wild plant called Hairy chess"", ""a photo of Hairy chess, vasey's grass"", ""a close-up photo of Hairy chess, vasey's grass"", ""a wild plant called Hairy chess, vasey's grass"", ""a photo of Meadow brome"", ""a close-up photo of Meadow brome"", ""a wild plant called Meadow brome"", ""a photo of Bromus commutatus (Hairy chess)"", ""a close-up photo of Bromus commutatus (Hairy chess)"", ""a photo of Bromus commutatus, a plant in the family Poaceae"", ""a close-up photo of Bromus commutatus, a plant in the family Poaceae""]"
1722478,Matthiola parviflora,,5,"[""a photo of Matthiola parviflora"", ""a close-up photo of Matthiola parviflora"", ""a wild plant of species Matthiola parviflora"", ""a photo of Matthiola parviflora, a plant in the family Brassicaceae"", ""a close-up photo of Matthiola parviflora, a plant in the family Brassicaceae""]"
1363333,Juncus hybridus,Frog rush,10,"[""a photo of Juncus hybridus"", ""a close-up photo of Juncus hybridus"", ""a wild plant of species Juncus hybridus"", ""a photo of Frog rush"", ""a close-up photo of Frog rush"", ""a wild plant called Frog rush"", ""a photo of Juncus hybridus (Frog rush)"", ""a close-up photo of Juncus hybridus (Frog rush)"", ""a photo of Juncus hybridus, a plant in the family Juncaceae"", ""a close-up photo of Juncus hybridus, a plant in the family Juncaceae""]"
1562253,Prunella intermedia,Incised-leaf allheal,10,"[""a photo of Prunella intermedia"", ""a close-up photo of Prunella intermedia"", ""a wild plant of species Prunella intermedia"", ""a photo of Incised-leaf allheal"", ""a close-up photo of Incised-leaf allheal"", ""a wild plant called Incised-leaf allheal"", ""a photo of Prunella intermedia (Incised-leaf allheal)"", ""a close-up photo of Prunella intermedia (Incised-leaf allheal)"", ""a photo of Prunella intermedia, a plant in the family Lamiaceae"", ""a close-up photo of Prunella intermedia, a plant in the family Lamiaceae""]"
1389450,Klasea lycopifolia,,5,"[""a photo of Klasea lycopifolia"", ""a close-up photo of Klasea lycopifolia"", ""a wild plant of species Klasea lycopifolia"", ""a photo of Klasea lycopifolia, a plant in the family Asteraceae"", ""a close-up photo of Klasea lycopifolia, a plant in the family Asteraceae""]"
1743681,Hormathophylla saxigena,,5,"[""a photo of Hormathophylla saxigena"", ""a close-up photo of Hormathophylla saxigena"", ""a wild plant of species Hormathophylla saxigena"", ""a photo of Hormathophylla saxigena, a plant in the family Brassicaceae"", ""a close-up photo of Hormathophylla saxigena, a plant in the family Brassicaceae""]"
1389242,Jacobaea auricula,,5,"[""a photo of Jacobaea auricula"", ""a close-up photo of Jacobaea auricula"", ""a wild plant of species Jacobaea auricula"", ""a photo of Jacobaea auricula, a plant in the family Asteraceae"", ""a close-up photo of Jacobaea auricula, a plant in the family Asteraceae""]"
1362410,Arenaria tetraquetra,,5,"[""a photo of Arenaria tetraquetra"", ""a close-up photo of Arenaria tetraquetra"", ""a wild plant of species Arenaria tetraquetra"", ""a photo of Arenaria tetraquetra, a plant in the family Caryophyllaceae"", ""a close-up photo of Arenaria tetraquetra, a plant in the family Caryophyllaceae""]"
1393462,Lathyrus vivantii,,5,"[""a photo of Lathyrus vivantii"", ""a close-up photo of Lathyrus vivantii"", ""a wild plant of species Lathyrus vivantii"", ""a photo of Lathyrus vivantii, a plant in the family Fabaceae"", ""a close-up photo of Lathyrus vivantii, a plant in the family Fabaceae""]"
